zone,severity,latitude,longitude,population,daily_water_need_liters,daily_food_need_kg,daily_medical_cases,water_stock_liters,food_stock_kg,medical_kit_stock,primary_ngo,nearest_supply_route,conflict_risk,warehouse_lat,warehouse_long,restock_interval_days,next_restock_date,transit_time_hours,maintenance_type,maintenance_interval_days,next_maintenance_date,fallback_warehouse_lat,fallback_warehouse_long,fallback_transit_time_hours,fallback_trigger,route_priority,priority_index
Zone_761,Critical,34.27188667,42.88381827,19933,39866,9966.5,27,158143.7167,82525.65625,177.660324,MedGlobal,SR Harbor Link,Low,34.26396838,42.98045967,4,2026-04-01,7.634114762,Structural Check,110,2026-07-16,33.94761638,42.67371821,4.84438364,Conflict_Risk_Medium,Auto-Switch,81
Zone_762,Severe,36.22178541,42.04704954,5165,10330,2582.5,88,45192.02542,26598.18999,357.4566116,GlobalRelief,R-31 Eastern Bypass,Medium,36.25314625,42.27150792,10,2026-04-07,4.562601436,Structural Check,31,2026-04-28,36.17929311,42.10726706,4.399022081,Conflict_Risk_High,Primary,76
Zone_763,Critical,32.4904129,45.78553074,33062,66124,16531.0,109,330552.2844,101769.4286,948.662611,SolidarityAid,R-09 Hill Corridor,Medium,32.19166327,45.47079876,7,2026-04-04,8.011735881,Routine Inspection,35,2026-05-02,31.89765797,45.62243337,3.097953871,Primary_Maintenance,Fallback,50
Zone_764,Moderate,34.44120569,44.68604055,15701,31402,7850.5,227,264654.508,35978.87519,1115.047457,GlobalRelief,R-04 Pine Road,Low,34.22588008,45.15037832,12,2026-04-09,7.510428938,Structural Check,104,2026-07-10,34.72947502,43.98803657,8.126575301,Route_Disruption,Auto-Switch,86
Zone_765,Critical,32.75024332,42.80564911,5919,11838,2959.5,55,94815.92646,31578.20851,150.4556064,ReliefAid Intl,SR Harbor Link,High,33.01539648,42.70972963,10,2026-04-07,4.448159037,Structural Check,72,2026-06-08,32.6013721,43.13012994,7.853980615,Route_Disruption,Fallback,71
Zone_766,Severe,33.62337963,47.74760473,13305,26610,6652.5,47,238446.8512,57828.07311,127.8376784,SolidarityAid,SR Lake Access,Low,33.59372689,47.90124025,8,2026-04-05,5.730443008,Structural Check,111,2026-07-17,33.30511482,48.10000858,8.54645675,Primary_Maintenance,Auto-Switch,77
Zone_767,Moderate,35.68678539,45.17795834,24888,49776,12444.0,137,279990.9878,80647.75804,1084.886235,MedGlobal,R-09 Hill Corridor,Medium,35.50413947,44.6968306,10,2026-04-07,2.176631236,Generator Service,69,2026-06-05,34.99151577,45.52372279,4.796889825,Conflict_Risk_High,Primary,56
Zone_768,Moderate,34.38009065,43.45135976,22375,44750,11187.5,112,458238.9492,76958.83435,379.7122991,ReliefAid Intl,R-09 Hill Corridor,Medium,34.50271667,43.07867903,12,2026-04-09,3.710939119,Vehicle Maintenance,118,2026-07-24,34.68785308,43.2343887,6.11034617,Route_Disruption,Fallback,62
Zone_769,Severe,33.87944143,45.00362143,20715,41430,10357.5,194,167413.518,41870.86367,1533.589506,SolidarityAid,SR River Route,Medium,34.03220118,45.2856557,13,2026-04-10,6.616773516,Vehicle Maintenance,68,2026-06-04,34.34677446,45.03482669,7.613794651,Route_Disruption,Primary,64
Zone_770,Moderate,33.97238139,46.077722,27431,54862,13715.5,95,367049.1349,113400.1147,271.0336507,SolidarityAid,R-09 Hill Corridor,Low,34.24177717,46.54569144,9,2026-04-06,6.406421148,Structural Check,57,2026-05-24,33.82543814,45.88168492,6.078379527,Conflict_Risk_Medium,Auto-Switch,45
Zone_771,Critical,34.29723384,42.45743531,8839,17678,4419.5,120,176945.9472,24693.62525,467.4212782,GlobalRelief,R-31 Eastern Bypass,Medium,33.95394314,42.27749066,4,2026-04-01,4.296901487,Vehicle Maintenance,109,2026-07-15,34.38713901,41.77988627,7.881280392,Conflict_Risk_Medium,Primary,65
Zone_772,Moderate,35.92508272,43.64822289,22642,45284,11321.0,177,172151.042,135358.9905,918.5207471,ReliefAid Intl,SR River Route,Low,36.16659997,43.18540363,9,2026-04-06,7.255952207,Generator Service,92,2026-06-28,35.543844,43.73565141,7.437813859,Conflict_Risk_High,Primary,95
Zone_773,Critical,36.46042344,46.84179295,28993,57986,14496.5,170,179677.2251,98602.80329,1613.08965,MedGlobal,SR Harbor Link,Low,36.55985184,46.70265955,4,2026-04-01,3.532934337,Vehicle Maintenance,93,2026-06-29,36.63150015,46.31505788,3.802534621,Conflict_Risk_High,Primary,85
Zone_774,Severe,36.77667343,44.75798922,16618,33236,8309.0,163,360173.2035,56990.23502,1529.85,MedGlobal,SR Lake Access,Medium,36.3342453,44.27545735,7,2026-04-04,4.998258465,Routine Inspection,41,2026-05-08,36.09366587,44.17004708,8.467301848,Conflict_Risk_Medium,Fallback,46
Zone_775,Moderate,35.93451693,45.27946285,30090,60180,15045.0,33,326735.071,115222.4014,94.440947,ReliefAid Intl,SR Lake Access,Medium,36.21196256,44.97183594,11,2026-04-08,5.07144913,Generator Service,70,2026-06-06,35.91861839,45.63716155,8.044734514,Conflict_Risk_Medium,Auto-Switch,49
Zone_776,Critical,33.57703448,44.59689601,18519,37038,9259.5,221,327367.8169,103406.0221,933.497673,ReliefAid Intl,R-22 Desert Track,Low,33.46011476,44.84936803,8,2026-04-05,4.215308998,Vehicle Maintenance,58,2026-05-25,33.77892215,43.9102047,7.590840713,Conflict_Risk_Medium,Primary,37
Zone_777,Critical,35.44067353,42.26339966,26188,52376,13094.0,90,118028.585,131047.122,211.0135046,RescueFront,R-22 Desert Track,Low,35.27105446,42.70048805,8,2026-04-05,8.205329657,Vehicle Maintenance,52,2026-05-19,36.02614201,42.90601148,4.085655244,Primary_Maintenance,Fallback,47
Zone_778,Moderate,34.18801562,42.99449868,32772,65544,16386.0,199,583372.3325,106694.1732,1112.383277,HopeBridge,SR Harbor Link,High,34.13609077,42.58194776,13,2026-04-10,6.528446218,Generator Service,114,2026-07-20,34.02188576,43.01585619,4.875975142,Route_Disruption,Auto-Switch,47
Zone_779,Moderate,33.27335311,44.67324983,34010,68020,17005.0,143,351052.1121,156224.8102,735.7697427,GlobalRelief,SR Ridge Road,High,33.11952819,44.73115061,11,2026-04-08,5.50479568,Vehicle Maintenance,109,2026-07-15,33.64461939,45.34947284,5.752239221,Conflict_Risk_High,Auto-Switch,47
Zone_780,Moderate,36.2043579,43.25511279,15776,31552,7888.0,144,80691.35412,62018.25614,1311.385171,ReliefAid Intl,R-04 Pine Road,Low,36.04264349,43.00899364,11,2026-04-08,5.318348107,Vehicle Maintenance,80,2026-06-16,36.34111974,42.63630939,4.959507352,Conflict_Risk_High,Auto-Switch,31
Zone_781,Moderate,32.19213174,42.29987417,5067,10134,2533.5,56,82066.42526,17541.11918,524.7227104,ReliefAid Intl,SR Ridge Road,Medium,32.50020941,41.9389333,4,2026-04-01,3.035424601,Structural Check,74,2026-06-10,32.7899487,42.41681554,4.594672035,Primary_Maintenance,Primary,80
Zone_782,Severe,36.50880996,47.06189798,14788,29576,7394.0,48,130372.1366,29007.82824,213.7011129,HopeBridge,R-04 Pine Road,Medium,36.13331522,46.78087821,8,2026-04-05,4.419214831,Routine Inspection,119,2026-07-25,36.36653871,46.85095583,8.637503691,Conflict_Risk_Medium,Primary,39
Zone_783,Severe,34.30738732,47.88715517,10660,21320,5330.0,214,125107.304,35387.80284,1161.087278,HopeBridge,SR River Route,Medium,34.77798739,47.96491824,8,2026-04-05,6.373026546,Generator Service,51,2026-05-18,34.0541208,48.36803066,7.467625725,Route_Disruption,Primary,43
Zone_784,Severe,35.18600738,46.75885724,9478,18956,4739.0,162,53186.89878,21127.34284,1468.712451,SolidarityAid,SR Harbor Link,High,35.24093903,46.32399175,11,2026-04-08,8.009706428,Structural Check,39,2026-05-06,35.72800618,46.56456907,6.958304921,Conflict_Risk_Medium,Auto-Switch,55
Zone_785,Critical,35.29676961,47.12270953,13210,26420,6605.0,247,91720.53094,73635.324,2040.311457,MedGlobal,R-04 Pine Road,Low,34.97969361,47.05692813,4,2026-04-01,7.307016386,Vehicle Maintenance,36,2026-05-03,34.66571177,46.78739214,4.581668976,Conflict_Risk_High,Auto-Switch,76
Zone_786,Moderate,36.4755887,43.45186278,15922,31844,7961.0,194,158575.8709,42623.73642,200.3839196,GlobalRelief,R-22 Desert Track,High,36.10680419,43.08709063,10,2026-04-07,3.952533726,Generator Service,102,2026-07-08,35.96652825,43.95243716,9.426535936,Primary_Maintenance,Primary,59
Zone_787,Severe,35.18334841,47.76376185,8521,17042,4260.5,193,49380.81409,49092.20834,748.943463,SolidarityAid,R-22 Desert Track,Medium,35.27485794,47.53643891,10,2026-04-07,4.820718067,Generator Service,118,2026-07-24,34.59871462,47.58827618,4.338281274,Route_Disruption,Primary,85
Zone_788,Severe,35.06966792,43.18155423,5572,11144,2786.0,199,123790.4789,20422.92038,954.3976673,ReliefAid Intl,SR Coastal Highway,Medium,35.20266737,42.87230856,12,2026-04-09,2.538963885,Routine Inspection,44,2026-05-11,35.55002186,42.50512087,8.56465653,Route_Disruption,Auto-Switch,71
Zone_789,Severe,32.3332602,47.70857886,12082,24164,6041.0,38,49789.20751,50233.59592,116.562969,HopeBridge,R-04 Pine Road,Medium,31.88628597,48.09155436,5,2026-04-02,2.6641201,Routine Inspection,106,2026-07-12,31.6481106,47.5549836,9.766708667,Route_Disruption,Auto-Switch,33
Zone_790,Moderate,34.59204011,47.96891576,29216,58432,14608.0,224,399593.2031,108528.7401,626.3363776,RescueFront,SR Harbor Link,High,34.33504202,48.17692709,6,2026-04-03,5.056497515,Generator Service,75,2026-06-11,35.09836013,48.18524694,8.089649105,Route_Disruption,Fallback,40
Zone_791,Critical,32.750845,46.27033683,10395,20790,5197.5,125,67203.14655,17119.55757,167.5075699,MedGlobal,R-17 Mountain Pass,Low,33.04630693,46.63879941,7,2026-04-04,5.446426144,Routine Inspection,119,2026-07-25,32.68261992,45.92644019,9.950011426,Primary_Maintenance,Fallback,53
Zone_792,Severe,35.68716884,47.88686239,20407,40814,10203.5,40,207204.1436,58753.91808,271.613101,SolidarityAid,SR River Route,Low,35.23679347,47.77032523,4,2026-04-01,3.716176122,Routine Inspection,114,2026-07-20,34.99280423,47.79164502,7.557357819,Conflict_Risk_High,Primary,96
Zone_793,Severe,34.5611096,45.41723868,23642,47284,11821.0,83,532446.0023,35362.06193,279.095187,RescueFront,R-09 Hill Corridor,Low,34.91619827,45.23065204,10,2026-04-07,6.17808748,Vehicle Maintenance,116,2026-07-22,34.42341285,44.79663987,4.522222405,Route_Disruption,Auto-Switch,66
Zone_794,Moderate,35.4011389,43.5572507,16094,32188,8047.0,184,116422.2428,66223.11194,270.6869275,MedGlobal,R-09 Hill Corridor,High,35.55930137,43.43783789,13,2026-04-10,6.571974456,Routine Inspection,90,2026-06-26,34.96266007,43.68058061,4.426736456,Route_Disruption,Auto-Switch,31
Zone_795,Critical,32.2083645,44.62197531,27423,54846,13711.5,46,639412.3941,88696.15527,141.6254346,RescueFront,R-04 Pine Road,Medium,32.14278776,44.14052351,6,2026-04-03,3.944254855,Routine Inspection,90,2026-06-26,32.38252519,44.98078821,5.27194999,Conflict_Risk_High,Fallback,41
Zone_796,Moderate,32.42396008,45.56136561,5650,11300,2825.0,74,45854.7646,27628.07545,608.0746926,HopeBridge,SR Ridge Road,Medium,32.27039293,45.78606989,6,2026-04-03,6.929760717,Structural Check,80,2026-06-16,32.67506239,45.4400032,3.049910142,Conflict_Risk_Medium,Auto-Switch,50
Zone_797,Moderate,35.58161694,42.43848937,10741,21482,5370.5,48,202267.2314,22581.36718,415.8433265,SolidarityAid,SR River Route,Low,35.1008659,42.28826183,6,2026-04-03,3.336431974,Vehicle Maintenance,67,2026-06-03,35.56415554,42.32681506,7.771889291,Route_Disruption,Primary,98
Zone_798,Severe,32.36042168,45.73405959,18281,36562,9140.5,167,273000.1416,33323.16057,893.0485665,SolidarityAid,SR Lake Access,High,32.68563663,45.54738339,11,2026-04-08,5.537633952,Vehicle Maintenance,41,2026-05-08,31.71714902,45.15765509,4.880674492,Route_Disruption,Fallback,93
Zone_799,Moderate,32.35628364,47.88706702,11838,23676,5919.0,44,256761.1835,35888.80475,208.7639855,MedGlobal,R-31 Eastern Bypass,High,31.99900549,47.98520809,12,2026-04-09,7.227827108,Generator Service,117,2026-07-23,32.57486396,47.46978423,8.706282626,Conflict_Risk_Medium,Auto-Switch,97
Zone_800,Moderate,32.06054238,43.1406459,23971,47942,11985.5,89,361479.4466,135026.8911,872.2608085,RescueFront,R-09 Hill Corridor,Medium,31.87008437,43.07689581,13,2026-04-10,5.490559057,Routine Inspection,106,2026-07-12,32.53939667,42.65719132,5.514208554,Conflict_Risk_High,Auto-Switch,72
Zone_801,Moderate,36.78250699,46.7555707,29260,58520,14630.0,82,429864.0551,133194.7115,230.0167188,HopeBridge,R-22 Desert Track,Low,36.85161397,47.23641407,5,2026-04-02,7.90175767,Structural Check,95,2026-07-01,37.09096098,46.72993357,6.359695454,Conflict_Risk_High,Primary,83
Zone_802,Critical,35.6875418,47.44739276,8262,16524,4131.0,183,65345.47998,25567.73494,537.6967389,ReliefAid Intl,SR River Route,Low,35.4335344,47.30364581,13,2026-04-10,2.380258014,Structural Check,83,2026-06-19,36.14948288,47.48835052,9.759822416,Route_Disruption,Auto-Switch,91
Zone_803,Severe,33.76625704,47.66220956,22722,45444,11361.0,149,166429.2713,81489.29121,540.3938844,SolidarityAid,SR Ridge Road,Medium,33.76339751,47.7761054,13,2026-04-10,5.824039996,Vehicle Maintenance,68,2026-06-04,33.34697038,48.29072574,4.695204861,Conflict_Risk_High,Fallback,41
Zone_804,Moderate,33.48267791,47.76081363,9996,19992,4998.0,169,223208.5111,14204.9663,431.7638811,ReliefAid Intl,SR Harbor Link,Medium,33.79202074,47.57246473,4,2026-04-01,5.651410442,Routine Inspection,105,2026-07-11,34.02712102,47.16333773,8.048778682,Conflict_Risk_Medium,Fallback,30
Zone_805,Severe,33.74851615,45.12875783,16826,33652,8413.0,243,177628.1107,99658.37016,1072.672563,HopeBridge,SR Ridge Road,Low,33.71905408,45.61935281,12,2026-04-09,6.292296636,Structural Check,68,2026-06-04,33.49958698,45.26857299,8.285824525,Primary_Maintenance,Auto-Switch,62
Zone_806,Moderate,35.87326766,47.86384745,27164,54328,13582.0,35,310800.8475,117675.4401,321.9127815,SolidarityAid,SR River Route,Medium,36.322245,47.80895848,9,2026-04-06,7.417144451,Generator Service,107,2026-07-13,35.1920344,47.90094539,4.546987103,Conflict_Risk_Medium,Auto-Switch,93
Zone_807,Moderate,35.30685306,46.54386124,7827,15654,3913.5,165,150250.7955,18996.28822,1078.791543,SolidarityAid,SR Lake Access,Low,35.65435368,46.67799005,12,2026-04-09,6.718045048,Routine Inspection,59,2026-05-26,35.78760136,46.56658758,6.506977856,Conflict_Risk_Medium,Auto-Switch,97
Zone_808,Moderate,32.92597784,42.97002862,19211,38422,9605.5,216,207026.7584,75480.82531,1016.824091,RescueFront,R-09 Hill Corridor,High,32.75901707,42.59675029,9,2026-04-06,7.13683778,Routine Inspection,77,2026-06-13,33.54452762,43.49245162,5.451413477,Primary_Maintenance,Auto-Switch,43
Zone_809,Severe,32.87054668,44.86140064,10232,20464,5116.0,201,235758.0591,15833.11785,1891.349127,ReliefAid Intl,R-22 Desert Track,Medium,32.7705088,45.09442485,5,2026-04-02,3.877308717,Routine Inspection,112,2026-07-18,33.08832815,44.4491545,8.403343704,Conflict_Risk_Medium,Fallback,43
Zone_810,Critical,32.49197825,46.30998705,7217,14434,3608.5,119,135380.4942,42069.21619,170.905193,RescueFront,R-17 Mountain Pass,Low,32.41530498,46.07919711,4,2026-04-01,4.518732961,Structural Check,60,2026-05-27,32.11598953,45.66706964,7.357383233,Route_Disruption,Primary,38
Zone_811,Moderate,35.3015136,43.48404189,24923,49846,12461.5,49,397486.5803,46703.83127,141.7317945,GlobalRelief,SR Harbor Link,Medium,35.42769305,43.43265515,11,2026-04-08,6.074050331,Vehicle Maintenance,54,2026-05-21,34.95395585,43.72522201,6.331881384,Route_Disruption,Fallback,55
Zone_812,Moderate,35.82186331,45.8436911,29229,58458,14614.5,64,631869.693,123935.3908,389.9518365,ReliefAid Intl,R-22 Desert Track,Low,35.60865904,46.22682416,6,2026-04-03,5.597499568,Vehicle Maintenance,97,2026-07-03,35.77509333,45.62691155,8.455542855,Conflict_Risk_High,Auto-Switch,78
Zone_813,Critical,33.32523214,45.99960287,19232,38464,9616.0,38,96008.41659,42834.90112,248.5189971,ReliefAid Intl,SR Lake Access,Low,33.79448128,46.47015539,4,2026-04-01,8.247175187,Generator Service,80,2026-06-16,33.88219565,45.32422876,4.64608899,Conflict_Risk_High,Auto-Switch,46
Zone_814,Moderate,32.10472481,42.97619846,30613,61226,15306.5,234,279841.2039,140446.533,317.3081088,GlobalRelief,R-31 Eastern Bypass,High,32.21340903,42.90077056,11,2026-04-08,3.21442425,Structural Check,42,2026-05-09,31.61416152,42.62812207,8.275353164,Conflict_Risk_Medium,Fallback,97
Zone_815,Moderate,32.41085834,45.39051187,19026,38052,9513.0,53,253059.6259,92925.01667,245.2494875,HopeBridge,SR Lake Access,Low,32.31026,45.72531454,4,2026-04-01,4.283309421,Routine Inspection,92,2026-06-28,32.86722147,45.12356936,9.057620185,Route_Disruption,Fallback,89
Zone_816,Severe,36.83930017,46.62976147,25767,51534,12883.5,160,220039.1205,112527.0308,1094.781709,HopeBridge,SR Lake Access,Low,36.98430999,46.18311046,11,2026-04-08,5.722909016,Generator Service,71,2026-06-07,36.54712411,46.79333519,9.150351178,Route_Disruption,Auto-Switch,32
Zone_817,Severe,33.47722389,44.99337399,33554,67108,16777.0,190,633435.8931,136648.5744,1383.700634,SolidarityAid,R-09 Hill Corridor,Low,33.3726289,45.34094802,4,2026-04-01,7.641764505,Generator Service,83,2026-06-19,33.90924452,44.5349941,8.485715151,Primary_Maintenance,Fallback,54
Zone_818,Severe,35.84611574,42.0726187,24345,48690,12172.5,81,544942.3903,132980.8005,546.2039889,MedGlobal,SR River Route,Low,36.16391142,42.20212902,12,2026-04-09,8.04076541,Vehicle Maintenance,96,2026-07-02,36.43449542,41.95089479,5.856099169,Conflict_Risk_High,Auto-Switch,50
Zone_819,Critical,35.12331784,42.05423081,24610,49220,12305.0,137,307019.653,34285.01679,532.2544556,RescueFront,SR River Route,Low,35.1911588,42.04293698,12,2026-04-09,4.18423615,Routine Inspection,109,2026-07-15,35.02180927,42.02969644,9.872656159,Route_Disruption,Fallback,41
Zone_820,Severe,33.9096982,44.14217606,18878,37756,9439.0,240,204687.5845,50113.04474,442.003467,MedGlobal,R-22 Desert Track,Low,33.4516687,44.53213977,12,2026-04-09,2.436205,Routine Inspection,119,2026-07-25,33.72076911,44.08510841,5.657155507,Conflict_Risk_Medium,Auto-Switch,83
Zone_821,Moderate,33.02843631,47.55716441,11837,23674,5918.5,119,274985.5203,26531.89448,576.4374301,SolidarityAid,R-31 Eastern Bypass,Medium,32.70519318,47.90250163,6,2026-04-03,4.740528036,Structural Check,85,2026-06-21,33.45154616,48.22068148,7.470377794,Route_Disruption,Fallback,30
Zone_822,Critical,32.60693209,43.37206068,12031,24062,6015.5,41,155164.3924,71464.97989,88.51038739,MedGlobal,R-31 Eastern Bypass,Low,32.97192606,43.16900577,7,2026-04-04,4.563236931,Structural Check,48,2026-05-15,32.64820813,42.73576661,4.127519246,Conflict_Risk_High,Auto-Switch,30
Zone_823,Severe,35.07506484,45.80618213,19806,39612,9903.0,199,272945.8524,58367.26988,1896.193972,ReliefAid Intl,SR Ridge Road,Medium,35.13796467,46.09767052,8,2026-04-05,8.412165942,Structural Check,75,2026-06-11,35.33329351,46.43753759,9.86314229,Conflict_Risk_Medium,Primary,74
Zone_824,Severe,35.8731689,43.33245522,30674,61348,15337.0,199,338426.1637,143034.8097,1050.031021,ReliefAid Intl,R-17 Mountain Pass,Low,36.32351238,42.93194616,9,2026-04-06,4.801898088,Generator Service,44,2026-05-11,36.04512983,43.44716732,7.927901453,Conflict_Risk_High,Primary,75
Zone_825,Severe,35.21952127,43.93001994,31900,63800,15950.0,130,707891.9258,141113.6636,501.193234,GlobalRelief,SR Lake Access,Low,34.79194358,44.25278387,12,2026-04-09,3.987199495,Routine Inspection,61,2026-05-28,34.73356565,44.34403874,8.273642817,Route_Disruption,Fallback,77
Zone_826,Moderate,34.65151067,47.08825254,30515,61030,15257.5,183,469293.5314,62873.29481,1445.102805,GlobalRelief,R-17 Mountain Pass,Low,34.4467713,47.26370816,7,2026-04-04,4.374952934,Vehicle Maintenance,78,2026-06-14,35.13421717,46.9908022,3.460436924,Route_Disruption,Primary,36
Zone_827,Severe,32.20975612,46.37316865,8716,17432,4358.0,92,167726.274,19131.5189,504.3014347,SolidarityAid,SR Coastal Highway,High,31.90329949,45.96103498,9,2026-04-06,4.580020824,Generator Service,50,2026-05-17,31.78384127,46.30854169,8.3439247,Route_Disruption,Auto-Switch,39
Zone_828,Severe,36.84244389,42.57239566,8414,16828,4207.0,166,170266.8346,20247.64159,629.1908319,SolidarityAid,R-04 Pine Road,Medium,36.89628418,42.75547584,4,2026-04-01,7.340012484,Generator Service,94,2026-06-30,37.44763889,43.10345276,8.423064005,Conflict_Risk_High,Fallback,44
Zone_829,Moderate,35.99357096,44.57221213,22832,45664,11416.0,57,247429.9465,69766.29009,473.5394518,SolidarityAid,SR Lake Access,High,35.87636379,44.6527314,5,2026-04-02,2.526596803,Vehicle Maintenance,99,2026-07-05,35.64437077,45.12652042,7.702409085,Conflict_Risk_Medium,Fallback,69
Zone_830,Severe,33.46411018,42.17501858,5570,11140,2785.0,89,70593.54851,12095.95308,783.588873,ReliefAid Intl,R-17 Mountain Pass,Low,33.12138372,42.26956868,11,2026-04-08,4.057295818,Vehicle Maintenance,56,2026-05-23,33.79154355,41.80918302,5.043367297,Route_Disruption,Auto-Switch,40
Zone_831,Critical,36.89985165,44.88534088,24288,48576,12144.0,135,509305.6491,26674.47606,952.704922,MedGlobal,R-09 Hill Corridor,High,37.04260356,44.67620481,7,2026-04-04,8.281070197,Structural Check,52,2026-05-19,36.5983692,44.46427951,6.427830295,Route_Disruption,Auto-Switch,85
Zone_832,Severe,35.00940795,45.97460407,18288,36576,9144.0,98,206016.2774,98699.70111,139.4226206,RescueFront,R-04 Pine Road,Low,35.04570631,45.74110127,13,2026-04-10,2.995166281,Vehicle Maintenance,76,2026-06-12,34.75430752,45.96933331,3.773040599,Route_Disruption,Auto-Switch,75
Zone_833,Critical,34.91211329,42.71101574,34877,69754,17438.5,204,693309.513,203264.8704,1243.768808,SolidarityAid,R-31 Eastern Bypass,Low,34.68684954,42.97355085,10,2026-04-07,6.82690859,Vehicle Maintenance,41,2026-05-08,34.64611588,43.27140358,6.301109465,Primary_Maintenance,Fallback,74
Zone_834,Critical,35.7403659,43.73330963,23889,47778,11944.5,167,545143.3119,64687.87488,1314.232253,SolidarityAid,SR Lake Access,Medium,35.72013725,43.49012311,7,2026-04-04,4.316557758,Vehicle Maintenance,114,2026-07-20,36.08741505,43.48460676,4.706766968,Primary_Maintenance,Auto-Switch,42
Zone_835,Severe,36.05884894,44.38701975,5917,11834,2958.5,28,97418.71555,15931.72603,62.39875905,ReliefAid Intl,SR Lake Access,Low,36.30458726,44.333282,12,2026-04-09,5.78160592,Vehicle Maintenance,95,2026-07-01,36.13839011,44.59984021,5.443678905,Conflict_Risk_Medium,Primary,56
Zone_836,Severe,35.28239304,47.51718615,15066,30132,7533.0,51,283731.1343,15600.22626,155.9598749,RescueFront,R-31 Eastern Bypass,High,34.98766471,47.71197515,12,2026-04-09,2.64706225,Structural Check,34,2026-05-01,35.81852647,47.80859851,4.138202859,Conflict_Risk_High,Fallback,79
Zone_837,Moderate,32.64047873,47.95953009,34504,69008,17252.0,151,693597.5531,151860.8488,1350.310848,ReliefAid Intl,SR Ridge Road,Low,32.43338448,47.53914634,7,2026-04-04,3.991675838,Generator Service,38,2026-05-05,32.37080054,48.34967462,4.610380574,Route_Disruption,Auto-Switch,90
Zone_838,Severe,33.69133753,42.26946779,11982,23964,5991.0,69,250433.3015,61434.10415,81.49558927,RescueFront,R-09 Hill Corridor,High,33.53744852,42.36401618,11,2026-04-08,5.255622121,Routine Inspection,49,2026-05-16,33.96012706,42.35896204,3.535980493,Route_Disruption,Fallback,42
Zone_839,Severe,36.6404182,46.56604754,28811,57622,14405.5,101,342881.6343,49930.65871,785.2289683,ReliefAid Intl,SR Lake Access,Medium,36.88714464,46.65542391,9,2026-04-06,3.506054278,Routine Inspection,111,2026-07-17,36.99454624,46.42948479,9.439309565,Conflict_Risk_High,Primary,41
Zone_840,Moderate,33.12307806,44.2303444,11336,22672,5668.0,24,56966.45146,20385.88868,126.3350312,MedGlobal,R-17 Mountain Pass,Medium,33.47000066,44.41457311,4,2026-04-01,5.52215463,Generator Service,92,2026-06-28,32.63515302,44.88416678,6.712874816,Conflict_Risk_High,Primary,58
Zone_841,Critical,33.86083512,44.35474912,23062,46124,11531.0,167,277609.4113,114166.4996,838.4985547,SolidarityAid,SR Lake Access,Low,33.73722362,44.22467721,10,2026-04-07,3.428435541,Routine Inspection,115,2026-07-21,33.72166022,44.51061217,5.777193799,Conflict_Risk_Medium,Auto-Switch,49
Zone_842,Moderate,34.16038441,46.52558984,21999,43998,10999.5,106,384435.266,89787.90087,112.770092,HopeBridge,R-04 Pine Road,Low,33.95700528,46.47456961,4,2026-04-01,6.225653592,Routine Inspection,101,2026-07-07,34.13632891,46.84558114,6.745204489,Conflict_Risk_High,Fallback,60
Zone_843,Critical,34.19702495,47.51055859,34077,68154,17038.5,145,443239.8019,41720.56611,1214.314691,HopeBridge,SR Lake Access,High,34.58647171,47.34052791,6,2026-04-03,7.878303212,Generator Service,102,2026-07-08,33.99498729,47.29353458,7.398052599,Route_Disruption,Auto-Switch,37
Zone_844,Moderate,35.06469791,47.70557157,14941,29882,7470.5,94,283569.1687,61448.37292,398.4118659,SolidarityAid,R-17 Mountain Pass,Low,35.56406284,48.01373981,11,2026-04-08,2.555676143,Routine Inspection,100,2026-07-06,34.81565555,47.94350042,9.453151554,Conflict_Risk_Medium,Fallback,53
Zone_845,Critical,36.71537919,45.46273552,33401,66802,16700.5,184,372075.4025,84991.8043,1079.507885,SolidarityAid,SR Harbor Link,Medium,36.88573283,45.09334628,12,2026-04-09,3.408004233,Routine Inspection,59,2026-05-26,36.97636704,45.12365224,4.250850666,Primary_Maintenance,Auto-Switch,68
Zone_846,Severe,33.20346356,44.14272696,28470,56940,14235.0,41,475303.3139,80958.02588,290.9239533,SolidarityAid,R-04 Pine Road,High,33.69344417,44.60568091,6,2026-04-03,7.488749677,Generator Service,111,2026-07-17,32.80567652,43.78586264,5.06886749,Conflict_Risk_Medium,Auto-Switch,62
Zone_847,Critical,32.60750688,46.72529452,17380,34760,8690.0,205,134319.5242,84269.66025,1501.351569,SolidarityAid,R-22 Desert Track,Low,32.76747316,46.86013067,4,2026-04-01,6.105097655,Routine Inspection,45,2026-05-12,32.90065392,47.0259056,9.830525354,Conflict_Risk_Medium,Fallback,71
Zone_848,Moderate,32.98735245,43.5060083,32053,64106,16026.5,87,608602.7711,162017.5287,835.5323861,RescueFront,R-22 Desert Track,Medium,33.22081272,43.89291502,4,2026-04-01,2.511607961,Vehicle Maintenance,114,2026-07-20,33.59641432,43.53596093,5.598350907,Conflict_Risk_Medium,Fallback,44
Zone_849,Severe,36.4346245,45.38444417,26133,52266,13066.5,240,389745.4551,78445.59865,1387.694299,MedGlobal,R-04 Pine Road,Medium,36.3232805,45.31067563,10,2026-04-07,5.161275748,Generator Service,34,2026-05-01,36.52590103,45.64103143,3.157931555,Conflict_Risk_High,Primary,97
